Obstacle Density,Mobility (m/s),Frequency (GHz),Transmit Power (dBm),Number of Antennas,Codebook Size,Bandwidth (MHz),Interference Level (dB),SIFT Keypoints,Beamforming Gain (dB),Latency (ms),Energy Consumption (kWh/Gb),Throughput (Mbps),Beam Training Time (s),SNR Improvement (dB),Processing Time (ms),Memory Usage (MB),Environment_Outdoor,Device Type_IoT Sensor,Device Type_Smartphone,Optimized
5,0.9755701926740846,100,17.79224571287604,128,256,200,-60.15692148619045,424,11.902658903388957,1.0533165890860214,0.01827664749384468,890.6654881576142,0.018537735966017984,6.776023762122542,2.890452834536558,331,False,False,True,0
9,2.320419377059802,60,10.078522651203054,512,64,50,-82.95167182687577,488,16.928878063086024,4.3858127196567835,0.04600939429728439,164.3062425484801,0.041937211217065305,8.759839700623543,2.9837433381935177,494,False,False,False,0
2,0.3926209821550495,60,14.356085041134488,64,32,200,-59.726685847970664,204,22.67187606798867,1.5684447534772539,0.030919260604233306,129.21412758604876,0.032319668651843214,7.096109893465314,4.23672519003522,260,False,False,False,0
8,2.909463135235634,28,31.885140628045857,512,256,100,-83.06943854436838,246,23.463432901797404,9.22159870148117,0.014580247858759256,770.1011713941214,0.044141687983747575,10.852560729075847,2.3627054758806434,199,False,False,False,0
2,1.3613686241509177,100,21.043662290942677,256,256,50,-97.22835055293831,378,13.969742574981423,4.741113656465817,0.026033809426139157,220.01680607825213,0.1943356676181918,9.262037963080978,2.5566418507437825,205,True,True,False,0
5,0.7081513900393919,150,34.60586248086085,256,256,200,-72.29061744976045,108,20.668987370656794,5.135461973779691,0.018270420962790468,219.69872836717525,0.11481449727018672,15.993833894458538,4.023493437349861,316,False,False,False,0
7,0.22049024199003797,60,19.892699089344816,64,256,400,-70.60488375525927,217,11.49977871225665,4.148652124817694,0.01798741704672717,120.12988104498635,0.09894135418643608,6.630634694422268,1.2919349584550779,483,True,False,True,0
8,0.5092737152626222,150,27.87966136950603,512,32,100,-53.272987718907,193,10.503188071182366,6.647555387815896,0.030254789506088356,144.82708982507967,0.19704880088759708,16.280890526755524,4.460676632573035,198,True,True,False,0
1,1.559321845668053,150,17.047976072618226,64,64,50,-63.69693369687628,243,18.405984307299143,8.059673049563834,0.036875680625454904,337.30791273594025,0.11582166467353971,5.6855723695788125,2.7208107858718797,390,True,False,True,0
6,1.011009529293859,60,19.09524102852334,256,256,200,-54.11136737527802,388,20.42241368992189,6.833320687440801,0.04646472822013713,158.50494046972568,0.13561240619564968,8.030267559835886,3.3251719020225936,433,False,False,False,0
1,2.4866500976478285,60,14.768149689772367,64,32,400,-54.58263948784952,485,21.936800967647528,7.733864065556148,0.03008648043054614,431.991182493348,0.07322640374934423,16.879474879469043,4.0299046370393405,173,True,True,False,0
2,1.2926625709854178,60,18.676559212484875,512,64,100,-69.77129448708789,113,15.103243576830021,9.153762971583344,0.04863355100233321,849.4975281046142,0.08260182425680852,16.141649616618423,2.0642076897573793,351,False,False,True,0
1,0.7461428177628897,60,23.68093801051608,256,256,400,-73.61189673317762,356,10.097881156433305,8.771918785042859,0.04766539408293475,393.68823158943337,0.12293778292372387,12.14489170878295,4.561256833282604,455,True,False,False,0
5,1.85143495981209,100,34.79432202448123,128,64,200,-72.12795164182,445,17.19278855667031,7.066526074783262,0.044602501199374416,755.0507463214344,0.023259298960088305,5.749740726163277,4.916899889026443,377,True,False,True,0
9,2.1203316506563374,100,26.60504282679464,256,64,200,-51.08345961613761,285,10.237803180603505,2.9317416661398576,0.029999090598496744,184.51896834792709,0.05861774834850728,14.14840612503949,2.9770974456244983,203,True,False,True,0
6,0.5011257237028496,100,14.98114886020785,128,32,50,-61.341615412652054,444,11.379767660061999,6.739325659377359,0.015636157747519343,693.4376686775436,0.04739423239745835,11.100861559611477,4.747749460130693,201,True,False,True,0
1,0.502857648864953,100,11.124036039788779,64,64,400,-94.68670476038021,499,14.900335337976227,5.554747861664598,0.018716178792615397,385.0724649316915,0.013019744696600683,9.747922252969547,1.004514490107931,269,True,False,False,0
1,0.11001428080062892,28,13.158912032862766,64,32,50,-61.078579660930004,306,16.55758074340266,7.45497307909378,0.03590680010847903,774.7775908273343,0.11201124139888016,14.606159552398013,4.576951318542113,200,True,False,False,0
2,2.2092060451969218,100,24.063880031826184,512,256,100,-91.47309755508871,445,14.192041618444728,8.496384835536233,0.026870199211367844,222.6268126507437,0.11660003950953703,11.549218433025896,2.2441812790052222,229,True,False,True,0
9,1.9914135828654151,60,29.12900822041916,128,64,50,-77.63247254971871,271,18.727978997570617,7.684493474677757,0.015872065270159857,908.0950399880337,0.0829484523770792,6.38631650679768,2.2459816989104078,221,True,True,False,0
3,1.4238926272494417,150,33.51048018251868,64,64,100,-89.4770163911733,369,10.830246838271428,8.619050529651567,0.02915975734557242,318.31948260814295,0.06105821919831027,18.739257057685165,1.9123554590797576,196,False,True,False,0
1,2.5325113469075915,100,10.39557929992052,128,128,200,-65.52084672333851,320,12.16869565359377,1.5747973600692147,0.010697221820081837,417.8240139530588,0.13389137643897872,16.677396491800685,2.2680556046036076,192,False,False,False,0
5,2.4170104588501595,28,23.069003539046747,64,256,200,-56.134513190348216,251,20.428876011331504,1.2845803441371757,0.03935581483598373,955.1626397362375,0.03558524066304681,5.845672869358286,1.8539383347945404,320,True,False,False,1
7,1.7560630931902566,60,21.77168390557942,256,256,400,-85.48190573166595,210,12.132112803968766,3.3265051092963454,0.012943251779587635,620.6341237577731,0.10853685601071347,12.875958052860433,4.623476425239887,189,True,False,False,0
6,2.6048138415397757,150,26.4013755493926,64,128,100,-95.89946293959062,282,19.596628023556335,9.105994756977655,0.03516454479648476,429.19436706671974,0.1559340573040178,6.250663443479425,4.596094908853466,147,True,False,False,0
1,0.6175236301103048,150,23.989471361633548,512,128,200,-85.07534509625184,498,10.820269311300484,8.412933258855766,0.04172041230502398,954.6419323302684,0.04121661695096974,17.559347885877273,1.40884525968249,368,False,False,False,0
5,0.33575885819318363,100,27.175978764562014,256,32,400,-66.38190710339029,438,16.110734186787106,7.144545680157805,0.015305754978158621,396.1696752010288,0.15311931233320558,14.195209415779576,1.5714337154659699,330,True,True,False,0
5,0.8092488345509689,150,26.452064618729757,512,32,400,-83.5619936222775,171,12.661142051817736,7.306828006957444,0.0307455476266405,185.3836414076618,0.15455095673914562,7.586737003596027,4.448074556042666,427,False,False,False,0
6,0.17126056826794456,100,12.925293121448655,256,64,50,-86.09439162230983,485,11.644544238027796,7.540034223323913,0.041162700574378784,997.1639990734778,0.021386063163786433,5.311120142093012,2.595751083490984,322,False,False,True,0
3,1.593508584003096,100,29.99294784046799,128,64,400,-90.77824047078676,382,18.505491752518413,9.483424304362723,0.020425338190280057,341.0604285030224,0.013569021956564549,5.473715182196309,1.6770867093571131,189,False,False,True,0
5,2.8098170768848845,60,13.08081439290812,512,64,200,-75.12417865627833,173,23.925036580084328,8.489720370768019,0.016516663720064766,866.1320638296467,0.19504772713775703,12.610482080972446,3.042677609746269,234,False,True,False,0
7,0.11803062200552894,60,27.463265630228427,64,64,50,-86.20255859214062,454,10.821805718853232,6.610513483243428,0.023472764438698276,248.98671534077852,0.04674270530477674,16.015602180151607,2.66667219968038,252,False,False,True,0
5,0.3663297420300804,28,20.40363419101517,128,32,100,-63.449482543025844,314,16.323313723270513,6.991438917314264,0.032187967063332636,758.2185745996402,0.16620644972901957,6.8126067700093875,1.8766462149518608,428,True,True,False,0
5,1.3565970848503057,60,22.846268364414946,64,256,100,-96.16887990038987,427,20.613031566181654,2.9236623585500974,0.03301118379419,572.0044550250268,0.11675162407860673,8.319260988724363,3.8830088731105374,394,True,True,False,1
5,2.8016250525837147,60,32.582450359392766,256,64,200,-66.79834834443412,122,16.940317475317407,6.915869426406452,0.015235053338307481,982.8159024611167,0.0602497099320294,9.908899177542985,3.5251572493309236,329,True,False,True,0
3,0.9484683149302515,100,32.247093161837164,256,256,200,-88.12199927161151,167,22.09743919157868,4.822111111766127,0.02830275390695887,597.5473204831595,0.03469438295757439,8.271151730917294,1.3986464542217623,289,True,False,False,1
1,1.5217044260651773,60,30.44640764137574,64,64,50,-75.53603694741984,497,12.694679737961975,2.3766568354516937,0.020731287821579514,122.51363670176872,0.10436868197976822,10.870048440307379,4.70154685730137,471,True,False,True,0
5,0.12471857715117629,100,22.753709511408083,64,128,50,-85.69550389843697,472,24.39391307541611,8.257625373219168,0.04368096872259803,643.4901906616791,0.08739741420959547,13.394225086476142,3.2338798629202765,429,False,False,True,0
9,0.4450296028862666,100,28.40599525334583,128,64,200,-63.86156619946022,461,15.777439416588107,5.592223898228311,0.02254300528256123,230.78481070296343,0.1427883561722429,15.274051223619638,2.0008179482541673,239,True,True,False,0
1,2.9598903688765406,60,22.822426387970232,64,64,200,-52.734647987418164,192,15.123544494164125,9.796825375204794,0.043548180981354385,818.6868237538785,0.18179202441406808,19.456627733108427,1.825167260289454,464,True,False,True,0
3,2.8953560893081365,28,31.740152061869438,512,64,100,-54.14616102650934,420,23.119086917547488,3.5351141902707246,0.027142584504071685,870.9113768409092,0.1629971365230533,18.962655045247917,1.5437919254888062,159,False,True,False,1
4,0.014819942803228847,28,20.069395830822497,512,32,100,-70.82868924279545,423,18.4580054783765,5.326031010745691,0.03906343063305813,533.8841669152429,0.06214588953891426,13.551904622433717,2.698549625561403,225,True,False,False,0
1,2.855435356269717,150,34.255883610371924,64,128,100,-76.86948483715108,483,17.746665128542322,5.031959092019814,0.03040240914176575,804.8993113470688,0.17699731150593812,16.01225084684532,1.542164052363347,374,False,False,False,0
1,1.917359813446501,150,33.308068955721936,512,64,200,-59.08497452803091,162,20.904668792926465,2.0870157018932085,0.03487850496523906,230.59966193344462,0.1683443496798748,19.263083069381416,2.6632656503809047,388,True,False,False,0
8,2.6037548835600663,60,28.540065486294637,64,64,400,-65.8336818686135,323,18.697513574216355,4.835037509477015,0.025814260434455324,542.8703678820814,0.18653588440713598,6.252079168121073,1.5950817129364707,318,False,False,True,1
2,1.3642195669015773,28,16.985397104401798,128,256,200,-90.82179428915336,324,12.43773467135673,3.587981107788324,0.04072827071229963,454.54983822152616,0.09714555599721765,5.084521397921437,3.6272300860955573,156,True,True,False,0
8,1.5467880857377507,100,13.29133971983146,512,128,200,-58.95403931934999,468,20.112964342973946,2.4428842423024095,0.02700757534294633,650.1856483477733,0.15602928275778571,5.446996455943749,4.140968086745433,175,True,False,False,1
7,1.4665397407707605,150,31.367586252329936,512,64,100,-78.55578053026449,445,12.002033189231927,3.5394002563252536,0.028298465863432876,140.029469922844,0.12241503244949738,13.450240435594457,3.1980909900910346,377,False,True,False,0
2,2.000592772638313,100,14.132557153449032,64,256,200,-90.55071700144124,436,22.087865580010927,3.099265221397528,0.030707146729238285,776.9105544237647,0.06899552298440183,16.44250137953801,3.720227499419589,353,False,True,False,1
6,0.4189537642689387,150,31.356519724933392,512,256,50,-85.91013248017538,202,24.846048965684062,7.606661779052902,0.04327296473543934,171.2163605272153,0.19894189048312505,10.506124261175518,4.753514948336244,399,False,False,False,0
6,0.08992076961803386,60,22.269125167809012,256,32,200,-86.62364848758288,314,15.660814374621644,1.2769766043324409,0.0363751571440586,690.8243657771484,0.017278418699535655,13.178587620914278,3.5534861182824313,280,False,False,False,1
3,0.9237898247735727,28,20.163919595202607,128,256,200,-74.03965126982699,291,16.67133847303019,6.557164731218991,0.02396641546262999,116.6115029859498,0.04083178878622419,12.745494778228053,2.4566327927355305,455,False,True,False,0
2,2.11404228820994,150,32.579769470860725,128,64,200,-88.28149546610622,259,10.696504832242185,7.845952078212458,0.03681278535926171,848.6992573810566,0.17958304888106005,6.421563373880294,2.797920634699662,412,False,False,False,0
1,0.6055603563688451,28,25.096274563506945,512,32,200,-93.82167562992119,471,10.205997821238673,5.326511108220759,0.035697062920343095,257.22966720140323,0.02150694024840037,9.823823963360734,4.442100904288148,307,False,True,False,0
6,2.020297299974752,100,24.415350178242946,512,32,400,-93.81545746931197,306,23.821290023144915,9.384084820071266,0.04724077103518818,563.9477283792914,0.17849592679526913,5.29152732773453,1.5228812758003856,429,False,True,False,0
5,2.9097361383218114,60,23.969148615609942,256,64,200,-70.83619014304517,368,11.929360906587881,7.370926257128818,0.043656657441014005,335.34361335485744,0.14589208045105817,6.660585332097663,2.3029480898017307,280,True,False,False,0
9,0.28170214736825516,28,19.279237900488283,256,128,50,-63.26203555753107,293,16.686681213392056,7.731312861802755,0.03589787695004992,750.3824818549616,0.016969961024963037,17.177873343646667,3.3091202758819365,361,True,False,True,0
1,2.017806354675379,60,29.641077588228182,512,256,50,-83.92334955808296,479,22.230319357833423,2.7724013869678323,0.023660284427361747,389.21599017074914,0.09157080814229354,17.44120245872478,3.7055582776337377,150,False,False,False,0
7,1.3312506579137136,28,16.319961100394323,512,32,200,-98.26746450929915,251,23.339781398924792,7.995660182551662,0.041183057954450784,752.1482742294855,0.15334958025042505,17.029194800676045,4.053996301726821,221,True,False,True,0
5,2.604426763132516,100,33.47237400103188,256,128,100,-93.63875565314946,336,17.790965279252013,8.488852624748034,0.03300833172251204,356.38408615192884,0.12078905407985194,15.902279614283549,2.2728271839843486,497,True,True,False,0
5,0.5314493683421577,100,32.34963012617402,64,64,400,-54.265271983147144,187,18.47548787463925,4.251397495653906,0.04941079952403607,777.225781842184,0.18781554547324703,16.899692695998525,1.5834365360366012,372,True,True,False,1
2,2.0778778566784935,60,18.437008141872454,256,256,200,-75.32281702052735,110,20.045259586949086,2.9202676122967413,0.019900245142792164,127.54494670321381,0.17485236625328,15.064735119042776,4.8193568387062395,417,True,False,True,0
3,2.5143458689443308,100,28.236594245791593,64,256,200,-77.32135951924127,286,24.42073705215573,4.46545611283255,0.013186233637235478,354.9802018364636,0.07320305071348773,15.047500082244328,1.305568868528158,287,False,True,False,0
7,2.8338426584220695,150,24.330579861239787,128,32,200,-98.09754108449546,313,19.040049414167576,7.6564717210012345,0.012795672475517907,548.7701557962511,0.026079167148817167,15.010426962377121,1.3832214231475417,500,True,False,True,0
6,2.049744084868937,28,18.441232549980867,128,256,100,-63.56814888415504,114,18.392128891845193,4.758751052818324,0.03560121553406721,140.55362372775292,0.18940883753267376,12.710641845173061,2.9797701676078754,412,False,False,True,0
2,1.4915242920252818,100,34.71304119988616,256,256,100,-73.59659595339605,365,10.218012028989861,7.629866877023091,0.047570409156460956,267.4306552341508,0.10828448587590604,10.450208501972666,4.277084112574393,136,True,True,False,0
6,1.8535417206036415,150,10.630933646206605,64,256,100,-89.89595319567397,396,11.21424553033534,2.022080868797839,0.010077276571660208,941.0832834770829,0.024135548630670217,15.952928992423324,4.0980164254213065,312,True,False,True,0
2,2.6067149534361547,60,16.316150765532164,256,256,400,-94.49631199094713,172,18.657574399359945,8.25410539439636,0.039030841878311094,979.1508386621703,0.16514936653826312,9.479690203801123,4.750797064776368,422,True,False,False,0
2,1.7118292399164892,150,23.00185152777876,256,64,50,-80.83060681840007,151,24.04360581710805,3.2788673347812165,0.03628260730131782,765.774952651437,0.17501622943022432,13.143531972164288,1.5664103024519536,262,False,False,False,1
2,0.09116117909051058,60,23.048825086964097,64,128,400,-58.14190179024872,227,23.000370225990924,3.2403608894313436,0.039292167688778634,326.9800455552216,0.1314906816335485,11.50033430326822,2.502909028249744,237,True,True,False,0
3,2.7928460865209335,60,24.723326873639103,256,64,100,-56.735272039948775,127,24.73868384488307,6.3134286868347465,0.024216216270493425,334.46570089237207,0.09502670348040458,9.149334156405516,2.1285685148868403,196,False,True,False,0
2,2.0685802530946833,28,28.79190430057298,128,64,50,-69.85768098021818,164,17.91751056341911,1.631062411722907,0.042819857786314204,681.2113220155655,0.13581287234147882,19.62034880678695,4.443480494218688,263,True,False,True,1
4,2.0295401573317395,28,25.58694576298241,512,32,50,-63.62317863849287,116,21.818964076566502,1.236679540162017,0.011788277256754479,205.8396549388316,0.14426990218397348,8.881274678027292,2.9534184811248014,223,False,False,True,0
9,0.6470254571931515,150,25.007036513200923,512,256,100,-94.24221062985649,450,22.60600497234011,3.3492579876410433,0.0402172440248811,953.47844238733,0.17967569203633393,9.639395955845451,1.1073917376626654,246,True,False,True,1
6,1.9766564106979716,28,11.337861572826082,256,64,100,-70.59369672660726,237,19.720474859962927,5.842607956613405,0.02068287765396351,302.3316095591661,0.19161371927120024,7.423812526371023,3.8318576273535863,501,False,False,True,0
1,1.1815932169624754,28,19.41325719473246,64,256,400,-66.65171482564091,418,15.081248563217608,9.168547476027046,0.029073510994322864,999.6720628828995,0.10772097715427316,17.34470937971436,2.5547923913064103,401,False,False,False,0
8,1.9536989311244763,28,15.8013934925289,64,64,100,-89.96435785431039,328,17.049676519866917,8.617916586765762,0.04290545086228882,546.1604157722144,0.1617139613700469,13.798841008317341,3.124587053484049,485,True,False,False,0
7,0.31977909092397216,150,16.634252790049388,128,64,50,-55.99226335448705,353,22.868756083653516,5.414018139288779,0.02085436140764548,794.2869900936428,0.19325681563841443,14.195588847085785,4.5751497080399925,493,False,True,False,0
3,1.973535913809108,100,23.85843685850862,64,32,200,-90.25016312394901,309,14.47821888973246,1.333467943241435,0.01740830046575574,101.96568505500152,0.03873623424792354,17.308421176986467,2.0269510985312467,465,True,False,True,0
1,2.998241177312,28,14.98763287324021,64,128,100,-84.32613200767747,393,23.856146968999727,5.817274611663782,0.03725252741391537,899.8717642764777,0.01347091650583857,10.14379487944819,1.9610587024487085,304,True,False,True,0
5,0.14463611658166808,28,17.34872752542244,128,128,100,-68.97215764882708,330,13.447095121339977,7.34316039932766,0.031335795660272184,343.0018403025224,0.17510311684117585,7.9045013807032065,2.0527700167203573,488,True,True,False,0
4,2.931522552663952,150,15.927117712933502,256,64,400,-68.08249674346347,340,21.24274622735171,4.052480792725303,0.03057615474984738,701.1430700932588,0.047101933316960554,7.976080459908559,2.352431965038811,364,True,False,True,1
8,1.220723882168612,100,33.71257358045487,512,32,400,-65.03076295063164,169,19.458388515186073,1.9995697295348922,0.020270780621516528,825.7197527142307,0.018070965660042182,15.98929732193389,1.4294158985843985,399,True,False,True,1
1,2.6122603510117774,28,33.616643304277375,128,256,100,-94.39941434658972,203,21.243991616811435,3.507111578850935,0.011395212232801107,247.73296650310184,0.04041826615491447,14.211727316936711,3.7888786432343577,404,True,False,True,0
1,2.3471564521748203,60,25.248538964901293,256,256,50,-57.52677850357223,303,16.56021358648892,7.944299780210326,0.026410765533268675,498.2585331963061,0.08298183313631616,8.095083178731333,1.8295948713165462,265,True,False,True,0
4,1.7010487829600034,150,33.1130617182975,128,64,50,-73.35764338583701,152,23.98961593830977,4.1611944905499545,0.014262379218710718,544.452346586731,0.05166048330259022,7.175980919606353,4.704582989082343,489,True,False,True,1
8,2.2153476277539794,28,29.64531613670933,256,128,200,-76.43391029474658,474,19.48708303617216,8.307833416171391,0.04623956602596809,380.9075188052841,0.06799818952908418,6.810309577429592,1.8627452556394828,259,True,True,False,0
5,2.635546683904044,28,24.748697070045218,128,32,100,-50.94511877432452,429,14.324437068313845,3.8756930662672824,0.011650012938869221,533.5802467560833,0.1953058697717088,14.416979715545565,2.0225681172351004,171,True,False,True,0
2,1.212420964953099,60,10.160880287419893,256,128,400,-62.981085152949014,153,19.576826059782157,2.471995345724363,0.02726603416737526,385.79109188980425,0.14383705339088926,5.0017796736627504,2.1880809152432654,250,True,True,False,0
6,0.9810994846897161,60,29.3129071519851,128,256,50,-94.09969866903126,375,14.302236208105468,4.922635235622474,0.012089823348033116,424.67297054968833,0.14531642836810876,5.274790139053156,4.074152388045664,263,False,False,True,0
5,2.002780156690754,150,27.562208539711722,256,128,200,-62.17304163868796,434,14.404485876398113,5.070470610602251,0.013821754982590653,702.398060832465,0.02799022119830534,10.84329703439143,2.710425949768119,494,False,False,False,0
2,2.4235378258237756,150,25.38134133206035,128,256,100,-95.23755330135653,130,15.993977674313019,1.1449739669440326,0.03635466667688088,669.3339414744974,0.14909869026631142,15.370247964142436,4.277338496122475,500,True,False,False,1
3,2.286855404329847,60,29.010607792061794,512,32,50,-98.62647187435076,234,22.786456263536785,2.0534056543569355,0.03588445043896378,309.03915321777276,0.15047542326150795,15.425590647461059,4.139414849423154,253,True,False,False,0
9,2.3934409465759034,150,22.823054119369143,512,32,100,-79.81870523650514,157,17.50446811590988,2.664334168955357,0.011322087795177592,907.7345963158822,0.13535155349726014,11.451774104115358,4.717961691069866,402,True,False,False,1
7,1.306749944438799,60,27.602081783033476,64,64,100,-50.321091359039066,204,20.183512633453113,2.022285856408074,0.010045259004834809,876.5096911042516,0.053402896239596265,15.366104099068544,4.026416620416219,191,True,True,False,1
7,2.453502648525065,28,33.37930216816233,256,64,50,-91.25580319025687,365,15.879516104116945,4.073734678792274,0.01315272308971136,558.1749760209564,0.09037687402561513,12.816442693701882,1.2076446786762514,423,True,True,False,1
6,0.3606271661118253,60,19.395125396152157,128,128,50,-66.36778282366049,109,13.954081597103222,9.681605700553161,0.040519955908477685,489.9256684261753,0.17079252638722883,19.65397125195973,4.349125094796234,359,True,False,True,0
8,1.6334672938825485,60,27.703045872515634,256,32,50,-91.33019668969403,352,24.31960241074347,5.583002844943702,0.033383058910060284,439.17038468569797,0.13733830957471901,7.436903207552496,4.752290386821645,178,True,False,False,0
4,0.01727598149436471,100,21.892195450273967,512,32,100,-63.7606512520807,394,19.053718706845938,6.648004214835818,0.011524729807539665,736.5411267997952,0.14922607864998144,14.010009015584085,4.974756770198676,264,True,True,False,0
8,0.9737574897008109,60,26.859991295349538,256,64,100,-74.73231658810869,255,24.009270078740776,4.207478306707253,0.02952388063491309,704.4994514885234,0.12160113602390368,12.368581639265054,1.5010703765298605,285,False,False,True,1
4,1.0993846046141935,60,29.072333388859104,128,256,200,-66.00141449553118,257,13.051195032974725,3.9113898547883146,0.03848117428217806,276.5625462441808,0.0954214538312379,7.916995169865416,3.4530930773061383,183,True,False,True,0
8,1.1885180748277662,100,11.1363125108949,256,128,400,-89.85634120428827,136,12.203412458693991,1.2083209472350753,0.044758055784032254,704.3122281703252,0.15421988191275057,16.24985648212555,1.7978346635366376,208,False,True,False,0
9,2.0864016200695863,150,26.165011098716548,128,128,100,-62.7185833739749,218,22.837343606858553,5.503002901084201,0.04736145962636042,327.18807469183594,0.022905904729597942,9.13262029897993,2.050038563650396,359,True,False,False,0
3,1.1656743038110373,100,15.668529610173614,512,64,400,-50.219047018864664,166,20.213758189258773,5.352481060764997,0.023097622518162667,116.70250287117301,0.13790053922825019,10.725647286403124,3.982337352891432,453,True,False,True,0
3,1.346080867867592,28,26.75081344518917,512,32,50,-66.71747496870202,341,12.79867748880462,2.4204765356301072,0.01543329713653063,729.2878097836393,0.19946885649162904,10.62245854381295,4.910670870796242,255,False,False,False,0
2,0.7126323926229824,100,21.70825464834534,512,64,100,-75.32600009635611,398,14.040395509953067,7.878916001860333,0.0194770368292579,680.3142422146747,0.158236466598926,8.663067097819232,3.3794220058520916,253,True,False,False,0
3,1.1197553748880202,28,29.33881854662218,64,64,200,-53.84130056903676,312,22.009959122879668,5.434068972799026,0.04104685968160895,469.72833613690733,0.0652070671997165,11.460579975476078,4.402337879288989,444,False,False,False,0
3,0.6818088817894544,150,13.08502038013991,512,64,200,-99.20740788840618,407,16.80802929993904,4.05094573145416,0.048859368601692425,573.1174503275555,0.06278570399402231,12.100188213914276,1.0355352153153117,207,True,False,True,1
5,0.21958777130533091,100,25.658058791404876,256,64,400,-63.503824035708945,200,20.058107597591363,2.3221801812063427,0.028655744694415224,952.4522725351836,0.1367715360127572,16.163325092139612,1.146526559398477,504,True,False,False,1
5,1.8103457801441336,100,16.96176822318881,64,256,50,-55.56267415930935,155,14.775280332040163,5.969447442739112,0.02221412854191159,635.680162814894,0.1802123088316208,16.476028615655558,3.3868973493034535,484,False,False,True,0
2,2.0046383956650486,150,31.324549883264787,512,256,400,-96.91627081895213,431,15.71844929162315,7.7753532347992875,0.02716762327840138,692.0955418028783,0.11981045076109015,7.3783395243749315,2.5559324064017566,460,True,False,False,0
6,1.8584710380288434,28,33.209587640907685,256,32,50,-77.49679147921209,423,24.860688379346577,3.537994174164745,0.022192525785805297,157.520188854227,0.11020643456231108,13.891584489912981,4.559031259892615,302,False,False,True,0
5,1.390482131401717,100,34.90995734197639,256,64,200,-89.76402730250005,338,13.714256307620778,2.969149164190503,0.02025950092828617,249.39501460761272,0.04047298543029756,18.44296697419093,2.207927652342935,272,True,False,False,0
6,1.1393573405376896,28,29.900185060682084,256,256,400,-71.67409172060849,492,17.59684565554771,5.697414676581193,0.03375003009628718,370.85704877042934,0.14593682151836515,6.631799133268412,2.72820411001619,253,False,True,False,0
1,2.590000948715476,100,28.843351760700113,128,32,200,-67.52285206981698,330,22.666035147857983,2.3980897225901523,0.010629439214941777,585.4413862253289,0.14343673773119925,12.09371066801208,3.111636791326273,309,False,False,False,1
5,1.557245355408654,60,15.387518971688776,64,64,200,-84.86884085356225,461,13.58834820498787,6.999520479348565,0.020382089946599527,798.931806384989,0.19372076454343107,16.25529683612514,2.09215533154499,346,True,False,False,0
9,1.437545632889193,100,18.40017647475272,256,128,50,-77.00091651609496,480,16.228206350264962,6.448092651498074,0.036455283113799565,389.11679000972833,0.06703651501807624,14.172370015735149,4.633979469813177,405,True,False,True,0
